id,name,ruc,phone,address,created_at,updated_at
6f7cab8f-c347-4114-84ca-970dbe7cf113,Walla Express S.A.C.,20603314736,959959010,"Av. José Galvez Nº 560, La victoria",2024-06-19 17:18:07.236,2024-06-19 17:18:07.236
756f6257-bbfa-4d7f-b6bc-94ff07028030,SAN PEDRO CARGO S.A.C.,20507614109,988343368,Av. 28 de Julio 1538 - La victoria,2024-05-20 18:05:43.354,2024-05-20 18:05:43.354
766f8fa6-3fd7-441e-b249-f7de51145e2c,DIVINO CARGO S.A.C.,20522829855,945952020,Jr. Renovación 555 - La Victoria,2024-05-14 01:05:35.201,2024-05-14 01:05:35.201
84cc8637-d27f-4051-a62b-409d4ff8e36a,TARAPOTO COURIER S.A.C.,20572139060,994791982,JR. ANTONIO RAYMONDI 201 - La Victoria,2024-08-26 18:17:09.866234,2024-08-26 18:17:09.866234
860fc99e-9750-4e92-972a-a7b8ba8f3f4f,SHALOM EMPRESARIAL S.A.C.,20512528458,,"Av. Elmer Faucett 1641 ",2023-10-21 22:51:24.818,2024-05-08 03:49:29.778
8a152dc7-4607-478d-8aca-43b9b88a6325,TRANSPORTE HUGAMOR EIRL,20518122127,,Av. Luna Pizarro Nro. 429,2023-10-21 22:51:24.818,2024-05-08 03:49:29.778
9df45598-2cc5-4684-ba21-9f61ea150014,Transporte línea s.a,20438933272,,Av. Paseo de La República 979 - La Victoria,2023-12-06 20:49:42.574,2024-05-08 03:49:29.778
a6d61f20-1225-4271-a761-dd2ff581865e,EMPRESA DE TRANSPORTES Y SERVICIOS ZURITA S.A.C.,20545441200,,CAL.HIPOLITO UNANUE NRO. 808 - LA VICTORIA,2024-11-06 19:59:58.318948,2024-11-06 19:59:58.318948
b4489edc-7a4f-4278-a9a7-f92fcf1d8d2e,EXPRESO ANTEZANA HNOS S A,20219801531,,Av. San Luis Nro. 784,2023-10-21 22:51:24.818,2024-05-08 03:49:29.778
bc09a557-cae6-4bed-b269-7be708bbe05d,Olva Courier S.A.C,20100686814,01714 0909,Avenida Argentina 4458 – Callao,2024-09-17 15:47:15.861264,2024-09-17 15:47:15.861264
e94a8b9e-cf13-42c7-9842-3dfbd9ce3db2,AREQUIPA EXPRESO MARVISUR EIRL,20498189637,,JR. HUMBOLDT 548 LA VICTORIA - LA VICTORIA,2023-10-21 22:51:24.818,2024-05-08 03:49:29.778
f61e32b4-9b93-4c1b-94d6-3693961f0f81,M & C ENLACES S.A.,20293185060,98981693,Av Nicolás Arriola 197 - La Victoria,2024-07-09 17:42:51.719,2024-07-09 20:24:48.473
f6ee16f5-d355-4281-b16b-4db5baa41412,MOVIL BUS S.A.C,20555901179,,Nicolás Arriola 780 -  La Victoria,2023-10-21 22:51:24.818,2024-05-08 16:37:53.407
fc61b41e-d473-4ae7-ba4a-43d2a0d80c28,Emp.de Tran.de Pasaj.y Carga Cavassa Sac,20206872234,,Jr. Antonio Raimondi Nro. 125,2024-01-18 14:08:49.51,2024-05-08 03:49:29.778
